fragment,count
3218693969,8074516
3217380708,6319726
951226070,4145346
2968968094,2711673
2246728737,2572786
864942730,2199795
2245384272,2121169
98513984,1753862
2041434490,1626192
2246699815,1554812
1510328189,1551529
847961216,1182165
2092489639,1101275
994485099,926751
2803848648,755034
864674487,699134
422715066,693869
2117068077,617642
2976033787,616824
3189457552,505504
882399112,491767
2142032900,479760
1790668568,431334
3537119515,406499
2245273601,389792
1100037548,373333
3975275337,366516
717512901,363799
1101907775,354080
3776905034,338597
3542456614,335697
1054767590,335264
2228063684,327417
10565946,305259
3337745083,294746
3351556771,284899
4121755354,261433
3777168895,255832
3315826729,253469
2994748777,250296
2076190208,245210
2132511834,244655
3918336191,242877
848128881,225379
3458774156,223664
435232729,212183
1135286194,205453
1257718710,204418
3162837314,190084
1016841875,187351
3818546315,185543
3537123720,185264
847957139,184705
3452535345,183830
3908647167,180924
999334238,163722
485463469,163451
2309124039,161332
3124581743,160660
864662311,156660
787069595,156419
1276993226,151233
1857396528,149574
3657471097,142742
1792562719,141447
2115476908,137696
4041573576,137522
2245900962,133168
2811394787,132582
2353112200,130509
2435680164,130389
2245277810,128839
1637836422,128665
3118255683,119005
3207567135,117262
1167322652,114201
2434373675,114191
3983062349,110777
2551483158,110385
847433064,110385
571978829,109080
3624155,108484
3460898310,107258
1791271074,105789
729796064,103876
1026928756,103795
4089138501,102872
3376021752,101238
1842898132,99643
1083852209,96691
1362518133,95677
2119439498,94456
2424973678,92837
3182824521,90350
572760528,88836
368531313,88726
4033380444,88664
203749390,88634
2447826885,88510
1078211001,87561
4008337421,86602
2473389857,85939
1510461303,83630
2246340824,83290
2089117413,82512
4197146180,80683
3545365497,80475
2257970297,80142
2976816164,78968
54936104,78194
2827868305,75951
3994088662,74964
3554022385,74692
1271691605,72573
3992410619,72516
540046244,71932
2222715027,71823
2223687999,71759
1868602760,70776
4036277955,68872
2296565457,68782
2110118862,68633
3796841743,68581
551287920,68300
3203709451,68063
2591432844,67686
1173125914,67600
1634606847,67383
616374597,67239
1858577693,66068
3579962709,65868
3772302167,65728
2251883808,64854
1693331843,64581
963029399,63951
1738265797,63500
2697110228,63078
3995043796,60866
3143719699,60742
2154935424,59791
4194776273,59776
2806018737,59621
3820826669,59027
2360741695,57639
1535166686,56898
3136829774,55937
458993620,53900
623728226,53896
2222621677,53648
2370996728,53097
3982076256,52768
3612926680,52677
3632350815,52495
694069322,52418
222023415,52077
3194612514,49758
2835079913,49007
3462308225,48767
618671879,48744
2720313463,48289
2530377886,47968
64070612,47673
773709216,47559
4222851645,46730
3482873808,46419
288315894,45695
603510687,45677
2510215966,44951
2355616982,44713
3346539298,44513
725322217,43802
443932914,43214
1730555933,43176
1256946769,42456
26234434,41699
592593828,40756
4194366826,39974
1824088295,39699
3345225135,39187
4095838119,38694
2297887526,38690
3457964313,38573
2530048747,38060
2574917850,37884
3594646603,37094
1999904870,36794
1861965050,36252
3334525955,36123
2269473515,35857
411967733,35702
4210054575,35484
2513428378,35050
2785067925,34786
3120642300,34745
2423543607,34520
517457164,34276
3012778962,33762
2975126068,33470
4164236649,33366
4212936508,33342
553412256,33246
1542633699,33056
3286720230,32326
485458970,32325
1467778651,30985
4086265842,30685
1739267982,30606
2752034647,30507
2209842778,30395
328936174,30385
2251845666,30140
2609658248,29925
1312131881,29906
1785683843,29862
3662562115,29844
2646219661,29834
1506563592,29734
3824063894,29553
68650007,29330
368713488,29059
3835273908,28532
2308348490,28429
3461773897,28278
2246703798,28179
1070821685,27707
416356657,27514
1842114921,27442
3777243454,27208
781912670,26893
4196488051,26518
3988861584,26298
4023654873,26110
1816178031,25791
1686095578,25726
3811375594,25498
4158944142,25384
970433791,25127
550081331,25089
1923187777,25058
2664622273,24869
1255626466,24826
2369690741,24731
548743766,24728
2822340138,24691
3131896227,24575
3288032115,24292
3596485316,24264
3254486562,24117
3975295864,23965
2971716993,23898
4203454020,23862
2284773903,23788
136366266,23508
3933537673,23255
2463614838,22969
431202968,22847
592655526,22677
1822332700,22522
3661262542,22510
3981762496,22266
2036328569,22019
2979609357,21999
1909986973,21820
2850656190,21808
2296493092,21494
662511025,21446
141882433,21294
3176806076,21185
2246997334,21045
828793177,20993
4282315164,20964
36538691,20882
1449131080,20828
3044751281,20683
3491109101,20611
4239037249,20194
4042373501,20139
994637429,19824
141157017,19746
1795978025,19584
913310822,19566
1913726790,19518
1583799011,19449
1228815484,19421
3026394695,19382
1880637161,19209
3696402029,19098
2215059400,19088
3234104871,18783
4223817698,18748
535847852,18726
2687950697,18621
1486598263,18550
3045022511,18429
2810604122,18303
3308404410,18187
2753863138,18125
2212573984,18125
3151378920,18073
2487927669,17986
3177362943,17948
2617658656,17727
1136130381,17579
69470421,16716
4003049590,16692
1078276907,16656
2213350725,16406
3058733262,16270
831463242,16080
2295519362,15953
170727310,15852
2905660137,15701
203851115,15455
3328145258,15451
1229325558,15337
692277943,15276
2258843522,15201
864365306,15064
4179862704,15012
1856075173,14932
3145023872,14894
773607102,14892
3462333187,14692
4256629345,14612
3129492592,14505
3034212252,14482
829754261,14401
458195553,14397
2782530898,14328
2077658817,14154
1362202978,14055
3222770065,14024
74537039,13977
273092751,13956
2185212638,13910
2637439965,13689
945676240,13528
3195927545,13388
869152089,13349
2718013753,13299
1609928163,13294
2488692798,13278
2592252298,13212
808416955,13211
1626281205,13152
2849741637,13148
1976356906,13116
2635303940,13080
2803419857,13049
2697642734,12928
2455017113,12911
3614376044,12900
1173346717,12783
1971534293,12534
892756502,12471
2237323775,12455
1308598964,12449
1187730664,12408
266675433,12342
2974534217,12324
135980867,12264
994237755,12233
4120224926,12141
1280488931,11927
2834566420,11846
662595032,11801
516041383,11786
1914416804,11780
3599391724,11733
781917169,11570
2211527187,11569
1619222458,11541
806369437,11490
3808467027,11469
4036774035,11243
1445852595,11197
104383219,11116
912632640,11097
687654781,11073
2810421479,10986
3004333805,10984
3275683399,10910
600629739,10854
3090652201,10819
2556855854,10707
2245897107,10691
3492293582,10691
2559675920,10686
845764036,10640
4160330003,10613
2010446245,10560
3266129148,10524
3925172229,10485
2984045667,10323
992462230,10170
330223697,10161
2070178920,10059
1915080917,10040
2667063169,9962
2459741777,9937
1506993418,9819
1294138518,9745
3510196525,9677
1399127774,9636
3346582092,9541
2085103825,9469
617798156,9462
443741425,9390
2154975788,9384
4105069056,9369
1912836315,9340
3850913941,9336
3430642422,9221
1789200865,9156
3889081300,9115
2807496773,9114
2064788354,9074
1924383628,9069
1919134267,9037
2531774451,9031
1755363164,9001
241199508,8943
2762810942,8868
3909974435,8856
3633369638,8810
2341585586,8766
3961613636,8750
410310586,8717
1048103838,8716
2999514534,8707
361656533,8684
2417640586,8617
600377156,8557
3847608821,8534
3337420400,8526
2072597505,8514
3532053313,8496
1759589175,8478
369315086,8460
4065760512,8418
584893129,8382
3042542132,8375
2756489526,8361
3182177290,8314
4278515623,8305
1620258790,8280
3980805843,8238
3327193120,8192
2557045420,8172
4291484675,8155
4203187903,8138
1892890177,8052
2846505075,8017
4256676941,7978
2208683925,7918
4292539202,7910
3093061208,7898
3158862910,7888
4277401654,7884
3156812067,7872
1693589848,7741
3461354471,7681
1910766508,7658
2828561639,7654
2425865203,7638
3796970912,7630
3008098818,7622
1163048604,7529
826682052,7516
2238264606,7422
649201019,7405
3953445033,7338
1534595042,7230
3324305309,7147
4176566322,7122
2814583100,7091
2059730245,7017
3028039221,7006
4068239769,6981
144568923,6973
3751927594,6905
2845936339,6859
1796274886,6809
4249752643,6798
3594356142,6768
1721149895,6720
3531344838,6626
3628883864,6599
3631761933,6599
1236995907,6592
30707086,6547
265892994,6496
2238101436,6473
3633569943,6472
1677974357,6463
3304582332,6454
1759553307,6432
1796784588,6429
2349616923,6397
2765522949,6315
3951957695,6289
472281497,6288
2431311350,6283
2865977551,6268
3886201961,6259
86544075,6253
3372400797,6214
1823304278,6196
612068687,6188
2407054516,6119
741451336,6051
4022716898,6014
3599139274,5977
1542631284,5954
3585958780,5950
773712949,5936
772910113,5915
1186654798,5812
1187241316,5776
3565163784,5767
3877107898,5746
1603623823,5701
3044392905,5691
2747850234,5655
1782291908,5650
3273018953,5628
729181080,5595
3712790815,5560
2459558207,5559
275463426,5520
2950679810,5517
4069016315,5494
3227975516,5466
1871221615,5457
621690156,5456
4229088015,5443
480680885,5413
3486624098,5402
368370992,5384
1674219510,5363
4066851934,5327
1704599822,5295
2355446912,5270
3285317445,5262
4003054055,5247
2762211251,5231
1275679867,5189
894436332,5167
2608583677,5166
1851683108,5126
3153477100,5125
4223108416,5124
932711668,5057
1307265339,5046
1849554589,4989
2641323993,4923
2577837950,4909
3046580772,4909
1683958275,4906
2131356872,4899
690255344,4847
3324450243,4837
3435152847,4826
369500293,4819
1583009052,4816
2175220748,4801
1446633534,4800
1965692378,4766
2251888095,4762
1899422126,4733
3994179159,4720
2576005379,4706
3384631972,4619
1855278520,4550
3798139026,4542
1236033658,4539
847336149,4523
3650394863,4507
190140222,4496
1515970817,4488
2358351345,4387
3974650111,4377
1739309282,4375
2648681539,4317
1369588494,4306
442195005,4299
2424530656,4268
1803337813,4247
434045476,4229
3012865236,4221
4116013187,4176
3717234080,4154
564293713,4119
1390475220,4110
2252199331,4108
3534901675,4087
3025629386,4083
4223976160,4073
980020035,4024
2447748155,4003
1477870366,3973
1914229733,3927
4214532707,3923
2758632892,3896
1614748561,3889
2599973650,3888
3319544194,3852
2021812431,3846
2875268366,3838
948442053,3794
2759434019,3778
3497668186,3763
264974063,3761
200184615,3742
2070976245,3739
3700725371,3729
876651869,3714
1331092294,3701
1932106328,3700
3341916169,3697
592651569,3695
4118787735,3681
1228528465,3656
1469940320,3624
2603276537,3617
2827778408,3609
600405749,3602
2327113268,3582
3370781832,3554
1582607016,3549
215675288,3548
1090571167,3542
2975116251,3507
1979311206,3490
3534637918,3479
2624895325,3470
340695070,3439
4159583953,3417
3890026507,3401
2173557700,3372
2807475527,3357
3984347356,3336
4142616092,3335
3124242557,3322
1289643292,3302
1505769767,3292
486030630,3292
3010410747,3269
1421345390,3265
2258847507,3227
362715007,3211
2199718453,3197
1142813461,3192
2473970882,3152
785465846,3124
4200113039,3096
2139996060,3087
606428793,3073
631544676,3059
2793992531,3053
3119383463,3037
999602603,2980
2228262129,2980
460073430,2977
2198671991,2976
744340421,2969
3103812183,2959
687728186,2955
4101966778,2949
1168541985,2944
211903143,2910
4066943324,2895
1782131402,2895
2167817320,2852
3791102067,2827
955147207,2792
2236753983,2751
1271688533,2741
1506192421,2715
1978844073,2707
254000342,2700
934550081,2682
1602567453,2682
3995047843,2668
1378530689,2667
1211233089,2664
2542264270,2657
2506328221,2655
3334877045,2647
1911841960,2645
3974000759,2635
2809361097,2626
3786253491,2594
4230337064,2590
4022712435,2554
4095742117,2540
1351825692,2526
3496434313,2523
281086138,2510
UNK,2505
2745566124,2497
3011598321,2485
4240369074,2458
3917497376,2450
4115064110,2437
1786160715,2434
3727977332,2427
2950915732,2423
2699298541,2416
1899466130,2387
3311784590,2386
2310811238,2359
4264704113,2340
2608115077,2332
2567005256,2318
1655430306,2301
4280659919,2280
1850082398,2270
2975316496,2268
3133377014,2253
2664995851,2246
3914061263,2237
3089236829,2227
2318542907,2227
3152170373,2201
3472262170,2193
4206179036,2189
1805166875,2181
4254297624,2168
783065961,2153
2165820178,2152
571945592,2143
2459836637,2137
1832166518,2124
3035449400,2109
2555187292,2108
3194674235,2099
103604070,2094
2474301835,2092
1450309995,2088
3128401872,2070
387677124,2063
2015089002,2063
868877654,2058
1272846906,2056
1865863787,2038
3232361348,2033
2349226204,2028
3462728083,2027
3921298496,2020
784370174,2017
4179541127,2006
2310395539,2003
3613601937,1991
2037096428,1990
716189338,1985
994821171,1977
3009403279,1975
4038637638,1962
3842433558,1931
1077293674,1923
2851977513,1916
2548753686,1907
169809287,1892
3718710299,1887
661260331,1886
228862830,1883
2361265913,1870
1506686089,1868
622481563,1857
3696389118,1844
2741109499,1840
3255046070,1835
2516309301,1799
1445715347,1796
172238518,1776
2603173879,1773
269845283,1770
574181309,1759
1067305901,1756
2026801565,1753
4250161297,1748
763271834,1744
2208687876,1740
4035178815,1738
3540401924,1735
3996308363,1732
3895633315,1731
3285213767,1726
743382743,1715
4008506203,1707
3080563917,1704
837609649,1697
3228757619,1695
3044745418,1695
407476071,1692
2410099666,1688
3917675302,1672
360476689,1665
3726304495,1663
1167268241,1660
1710205153,1654
895910141,1646
3032734483,1627
3190622356,1625
3088509841,1613
1842929960,1603
1899486813,1603
262122284,1598
3455213876,1592
530246988,1589
2855720289,1588
2606734789,1582
1448829206,1574
4214068905,1569
4053293829,1569
3278587996,1568
68671624,1550
1277452329,1543
3846829958,1536
2654043257,1521
1671770604,1508
1228244851,1502
443142315,1499
3593971783,1493
2239921342,1493
1370310341,1492
1632503783,1486
1642797161,1478
1585816122,1472
3129226281,1460
3599133573,1459
2275936521,1455
72462803,1447
3840182861,1444
822222489,1444
2439985312,1430
352832185,1415
2245541727,1410
3103858517,1409
3593041223,1398
3163918268,1376
947157322,1373
1237948901,1367
675765711,1357
2651067438,1352
2558454195,1350
3105227019,1347
602889953,1344
1460383927,1339
3593618068,1336
2810318309,1334
495196161,1310
3027150250,1310
3992738647,1299
3550810051,1296
1770172888,1295
1689898788,1288
3405578652,1286
2988347999,1267
4121384005,1262
1872073897,1260
3065279093,1257
2438709758,1253
87849052,1244
913947419,1243
2900982932,1240
2772996357,1240
3999116598,1234
3632480728,1230
3426530934,1225
371948607,1215
1462241120,1208
3748732759,1206
592504101,1203
1342596238,1200
1498572575,1200
4195680018,1195
2854428918,1189
3949448130,1179
2580639636,1175
170894115,1173
446751770,1170
3160718262,1143
1534175580,1128
4026641582,1117
4097685028,1117
3081284555,1114
2280464758,1113
3385588817,1113
2097053585,1109
715384634,1109
3304838262,1098
3212095877,1091
3297830269,1090
1222685169,1085
3138645051,1081
2572035617,1079
68675643,1075
2304654568,1068
4039837947,1065
1346868190,1059
916396119,1054
2403608906,1054
4078804981,1053
4199976035,1051
1421634471,1039
3129092788,1038
257851290,1037
3555434182,1037
1473573141,1024
4226364443,1022
2086410360,1019
2270119534,1007
2285529321,1003
2952211277,996
2096953503,995
1775290138,979
4018142848,977
29402651,975
215642972,975
163385334,963
1458180238,958
814885194,944
3370172965,943
932734850,940
3110205660,934
1916236386,928
2214358924,919
2504847923,915
3984860707,907
3436892620,902
4138040424,894
2551496503,889
537312464,888
1121298566,879
4178682433,878
1239948680,874
1349670121,873
1533809047,873
73745272,871
1497079384,868
3192317608,866
3694465428,865
4005047778,862
1630260676,862
1184436594,861
616028266,861
4093258568,856
2330510286,856
1495702616,854
3562082033,853
3210779416,852
2639257445,852
3545353036,849
3089564386,844
3893870893,842
341103991,838
458873279,837
282490236,831
495977886,830
1157647981,830
1703509531,828
736731344,825
2177967202,823
1864772688,819
2099374962,814
1030083100,811
2677752761,808
2025339464,808
1236795370,803
2384170475,800
3628319739,792
276698884,792
4026633762,789
111711661,785
1808477881,780
994494548,778
2360467803,778
2453385669,777
4067145187,774
3058108901,773
2265183057,768
2548791320,766
4222177375,760
3631959207,756
922135558,755
1172911774,753
55489393,749
3534721953,744
1055719885,744
4157438804,741
1721979728,740
648418704,740
1360000074,738
787258579,733
3581739114,721
1872210358,719
493201859,718
4073938295,718
1740632203,717
951239203,717
3033027238,716
905632147,714
1582611257,712
3024909350,711
3371487996,710
2123886383,708
3618408406,704
354000409,699
194743723,698
4017892867,698
1602832950,694
1186450153,690
698893736,683
3484185955,683
565690435,683
2446814304,680
616155759,679
2448462321,676
356132508,670
762870563,670
2724631617,659
2847919965,658
1262203211,647
1841865404,645
2584514126,645
321337029,644
3842459573,644
1382479327,643
854632749,643
2090421179,643
688505563,643
1736287034,638
2562008222,634
1413808611,634
141343485,633
2992897549,632
3598937518,631
459747996,628
3957595305,622
2640800466,617
511022470,617
499664127,613
118299950,609
2013329825,609
1636327326,604
900670219,604
839604161,602
1790237092,600
2014255590,597
2903607685,588
2578124752,586
1370731475,584
2570835912,582
2341335741,580
307116330,579
3801425767,579
4150462456,578
1369337945,578
2556496593,578
1586850127,577
2583740073,577
4140340356,575
299970834,573
583765878,572
1979131117,572
1888311577,572
3120667717,571
2309545239,571
2929340696,568
2074443444,566
3447654516,564
1316753536,563
3446872083,562
214789974,561
1926213669,560
2610667886,559
1472024267,554
1360763609,554
791239570,554
2100728902,551
3872837863,550
176403689,550
2193034011,549
2586211790,545
2992008339,539
1625775617,533
787215632,531
696215122,530
3798592350,526
3980590428,524
3530144195,523
1259710714,522
2481527108,522
190406487,518
1316652100,511
612622329,511
926215114,511
667497574,507
2680376369,505
82819147,501
2618049074,500
954800030,499
3183395256,499
1476555001,497
3948533356,495
3337860654,494
2442433719,489
1226975992,489
3098934668,488
4095833648,484
2988685477,484
3105738710,484
217554345,483
962299811,483
4162122476,481
1787372080,479
1200207104,476
3987247535,476
1599425600,475
4151041871,473
2306985260,473
1972201375,471
1362425715,470
3296335394,466
340640331,462
1253170030,460
690607827,460
2476163727,457
2603759688,457
2205904190,456
4200620501,456
3926378160,455
2399465218,454
2210045383,454
4247217172,451
797297496,446
2876572547,445
1532868555,445
1461868315,442
2571994391,442
737483872,441
166315604,440
1267873599,439
2147572453,439
1254998976,439
2394338241,438
2132896824,436
4274980665,433
1963389888,431
3859993750,430
725330118,428
631553871,428
1676823234,427
481472838,426
2325931558,425
1533767736,421
2960266064,420
2592785365,415
1423529415,413
1134474183,412
3656132979,412
3606896493,409
4028065388,408
1797109758,407
2857277792,405
192726401,402
4165543522,401
2355820779,400
364836735,400
1119453705,398
3831231523,398
2515833467,396
2240437263,396
2364843576,395
1220031524,395
2929949673,393
2243700697,392
891217926,392
3402594617,391
3529214908,388
1806767051,388
313730219,388
1190445608,387
4140259565,387
2196511550,387
261806806,384
2925436761,384
154569897,382
3160998251,381
3222479286,380
4289627067,379
3064477670,376
3284441709,375
1397494279,372
3475937304,372
798967276,366
1851988426,365
4174067669,365
2807584952,363
179836431,362
4171190906,362
2924008740,362
3922728057,361
3776917151,360
2432795873,359
2687928295,359
2501423248,357
2177590383,357
1204922169,355
1290277687,355
872084909,354
1629740886,354
3611833967,352
3948421371,350
2811402350,350
3225296930,349
817288796,349
199163361,348
3120226937,347
2040194460,347
1262276865,344
2017861928,343
3968746622,342
1965735928,340
3116211514,339
4067419744,336
1250165012,335
3451549573,335
3574150615,333
2569162574,333
3525528780,333
1940250743,332
1657557607,332
3324153899,332
2200148275,330
3109000344,330
3172305411,329
3460130149,329
2879351795,327
233593703,327
446908633,325
3083501823,325
1389140885,324
756630393,324
1486365896,323
162534662,323
4089569391,322
2882501693,322
3805953335,320
185358682,320
1614667981,320
4223709793,319
3296544553,316
164110759,316
55482346,316
2049340176,316
2788516831,315
2604585747,315
4223486634,315
232855353,314
530250207,312
4170800875,311
4121380340,309
253234136,309
1579731616,309
1566670564,307
3224030097,306
1517812882,306
601754018,303
2446961558,302
69887201,301
1885507,301
2709732252,301
3922470096,298
3801147597,295
4146891566,295
672705064,295
1634017026,295
251572710,294
773457308,294
800375773,294
3616095757,290
4265016989,288
1735424888,288
1428527756,288
1390505218,287
3278113379,286
13531441,284
452953112,284
98466654,284
17261118,284
4196661495,283
3577252584,281
1633303154,280
658782932,280
2537154916,276
1271660866,273
492051864,272
2431669681,270
868688489,266
3806729922,266
2607238719,266
270833924,265
944363169,264
2327892177,263
896690022,262
1614704303,262
571993904,262
2181918679,261
2642331247,260
3613186530,259
2021337437,259
3402570011,257
4291903839,256
3545074552,256
2901758233,255
3809959763,254
1236135396,253
788515759,252
153234704,251
3534789554,250
1898153655,250
665840,248
2184261626,248
2239803886,247
2206543007,242
469172305,241
15786055,238
52071157,237
1607636728,237
849275503,236
2608733601,236
610814047,236
4100874348,236
1169352347,235
2623551787,233
2817491392,230
3269687291,230
1075937805,229
448563817,228
2655406212,228
3598851503,227
1452943097,227
2464024491,226
2245773786,225
1638952647,223
3662599446,223
4257817375,222
2302361865,222
1273514808,222
2631685603,222
4067252449,218
2026774778,217
2064774207,217
3910758230,217
62093196,217
575804522,217
981072036,217
1786988278,215
3360470737,213
2435698593,212
3625967751,211
3056423338,210
4275794213,209
3044292246,209
2765300781,208
645463207,208
4044870164,207
3524473022,205
1581998710,204
2418867368,204
2668471440,204
1328296021,203
1485147017,202
580285428,200
2017622114,199
928676150,199
3488463579,198
3908918996,198
3857801220,198
3989563091,197
3698070333,197
4279562169,196
3649177177,196
1315950583,196
1455726513,196
2057423023,195
2804033182,195
2024310625,194
3990065839,193
667751451,193
2476046423,193
3931877381,192
2515666805,192
1578587400,192
412865162,190
2292935200,189
3303565607,189
1866642066,188
4276481664,187
1842281133,187
2211217220,185
934178987,185
2296764637,185
971401270,185
1279698314,185
2194696575,184
922659178,183
2546820253,182
772927515,182
1797936203,181
4041152544,180
3892985958,179
2576103249,179
1791250428,179
2974849595,178
266476667,178
1896207828,177
1667497117,177
896700566,176
3294965984,176
3715311838,175
3110675867,174
1643772372,173
289264456,173
3094365125,172
4059925689,171
1747072187,171
3690261425,171
3121777292,171
761435497,170
2581923051,170
3590215779,169
179891905,169
393353044,167
739928912,167
621940052,166
4273842364,166
3981550117,166
2579634572,166
3995463632,166
737524545,165
2805915694,165
216283652,165
1329072868,164
2291264872,164
3438321593,163
486099496,163
4005321943,163
802498242,162
1181021693,162
1598117841,161
501740513,161
980022994,160
1711656516,160
648053635,159
1790259807,159
3227944372,158
1987682683,158
2583443460,158
601004707,158
3421767847,158
2672648630,158
2455275232,157
503399366,157
3790767943,156
4261342179,156
3856463825,156
4237010320,155
586970519,155
658405899,154
1815768521,153
2310852016,152
752027987,152
2091685019,151
